,File,Task,Category,Class,Text,Datatype
41,g2pA_taskb.txt,b,1,1,the algorithm that google uses to assign a weighting to each element of a linked set of documents with the purpose of measuring its relative importance within the set  a particular websites pagerank results from a vote from other pages on the internet about how important that website actually is a link to a page is seen as a vote of support the pagerank depends on the pagerank rating and number of all pages that have links to it additionally if a page is linked to by pages with a high pagerank rating this increases the rating of the original page the pagerank scale ranges from 0 10 the rating of a certain page is generally based upon the quantity of inbound links as well as the perceived quality of the pages providing the links  pagerank could be described as a probability distribution representing the chance that someone randomly clicking on links will reach a certain page the pagerank calculations require iterations through the collection of web pages to alter approximate pagerank values to accurately reflect the actual rank in order to prevent spamming google releases little information on the way in which a pagerank is calculated the pagerank algorithm has led to many sites being spammed with links in an attempt to artificially inflate the pagerank of the linked page notably in blog comments and message boards in 2005 a nofollow tag was added as an attribute of a html link to be used where google shouldnt change the pagerank of the linked page as a result of the link ,train
42,g2pA_taskc.txt,c,2,1,a vector space model or term vector model is an algebraic way of representing text documents and any objects in general as vectors of identifiers such as index terms it is used in information filtering information retrieval indexing and relevancy rankings its first application was in the smart information retrieval system a document can be represented as a vector every dimension relates to a different term if a term appears in the document the terms value in the vector is non zero many different methods of calculating these values sometimes known as term weights have been developed tf idf weighting is one of the most well known schemes  see below example  the definition of a term depends on the application normally a term is a single word keyword or a longer phrase if the words are chosen to be the terms the dimensionality of the vector is the number of words in the vocabulary the number of distinct words occurring in the corpus  the vector space model has some limitations 1 longer documents are represented poorly because the documents have poor similarity values namely a small scalar product and a large dimensionality 2 search keywords have to precisely match document terms word substrings could potentially result in a false positive match 3 semantic sensitivity documents with a similar context but different term vocabulary won t be associated resulting in a false negative match  4 the order in which terms appear in the document is lost in a vector space representation ,train
43,g2pA_taskd.txt,d,3,1, in probability theory bayes theorem often called bayes law after rev thomas bayes relates the conditional and marginal probabilities of two random events it is often used to compute posterior probabilities given observations for example a patient may be observed to have certain symptoms bayes theorem can be used to compute the probability that a proposed diagnosis is correct given that observation as a formal theorem bayes theorem is valid in all common interpretations of probability however it plays a central role in the debate around the foundations of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications  suppose there is a co ed school having 60 boys and 40 girls as students the girl students wear trousers or skirts in equal numbers the boys all wear trousers an observer sees a random student from a distance all they can see is that this student is wearing trousers what is the probability this student is a girl the correct answer can be computed using bayes theorem the event a is that the student observed is a girl and the event b is that the student observed is wearing trousers to compute p a b  we first need to know p b a  or the probability of the student wearing trousers given that the student is a boy this is given as 1 p a  or the probability that the student is a girl regardless of any other information since the observers sees a random student meaning that all students have the same probability of being observed and the fraction of girls among the students is 40  this probability equals 0 4 p a  or the probability that the student is a boy regardless of any other information a is the complementary event to a  this is 60  or 0 6 p b a  or the probability of the student wearing trousers given that the student is a girl as they are as likely to wear skirts as trousers this is 0 5,train
44,g2pA_taske.txt,e,0,0,dynamic programming is a very powerful mathematical technique often utilised in programming for solving optimization problems normally minimizing or maximizing  greedy algorithms focus on making the best local choice at each decision making stage without a proof of correctness such an algorithm is likely to fail with dynamic programming we can design our own algorithm which searches for all possibilities which ensures correctness whilst storing the results to avoid having to recomputed leading to computational efficiency  dynamic programming solves problems by combining the solutions of subproblems these subproblems are not however independent subproblems can share subsubproblems but the solution to one subproblem doesn t necessarily affect the solutions to other subproblems stemming from the same problem dynamic programming reduces computation time by solving subproblems in a bottom up way it stores the solution to a subproblem the first time it is solved meaning that it can look up the solution when that subproblem is encountered subsequently  the key to dynamic programming is to find the structure of optimal solutions the steps required are as follows 1 generalise the structure of an optimal solution 2 recursively define the value of an optimal solution 3 compute the optimal solution values either top down with caching  or bottom up using a table 4 generate the optimal solution of these computed values ,train
45,g2pB_taska.txt,a,0,0, inheritance is an important feature in object orientated programming this is because it allows new classes to be made that extend previous classes and to go into more detail  this is carried out by allowing the new class to reuse the existing class methods and variables whilst also creating class specific methods and variables this means that the new class the subclass is a more specialised version of the original or superclass  because of this it means that the subclass can use all the public methods and variables from the superclass however any private methods or variables are still private  also it should be noted that a class can only extend one class e g can only be a subclass to one superclass however a superclass can have more then one subclass and a class can both be a subclass and a superclass if this occurs then all of the non private methods and variables can be used by the most specialised class  this means that inheritance is used when types have common factors and these would be put into the superclass then the subclass es then extend these to add more detail an example of this could be using a superclass of employee and then to have two subclasses called fulltime and part time as employee could have name address and other details whilst full time could just have salary and part time could work out the salary from part time hours worked as the full time members of staff wouldnt need these ,train
46,g2pB_taskb.txt,b,0,0,the first thing to consider when talking about googles pagerank algorithm is that a pagerank is essentially how important that web page is to the internet so in essence it is a popularity contest between webpages  originally search engines used highest keyword density however this could be abused if keyword spamming was implemented instead google uses a system that is based on sites linking to each other e g the more important a site is that is linked to yours the higher your site will become  the algorithm google actually users is based on 4 factors total number of pages dampening factor pagerank of a single page and the number of outbound links a dampening factor is used to counter random surfers who get bored and then switch to other pages this formula is then re used until the results seem to converge together to find the pagerank so it is calculated iteratively  pagerank is used by google to measure a popularity of the site and a number between 0 10 is assigned to each webpage depending on their pagerank this allows google to calculate a marketing value for different webpages  also it should be noted that the pagerank is periodically updated every 3 to 6 months this is counter hackers influence on different pageranks ,train
47,g2pB_taskc.txt,c,1,1,a vector space model is an algebraic model for representing text documents as vectors of identifiers a possible use for a vector space model is for retrieval and filtering of information other possible uses for vector space models are indexing and also to rank the relevancy of differing documents to explain further vector space models basically a document is characterized by a vector with each separate term corresponding to the differing dimensions there has been multiple ways of trying to compute the different possible values for vector space models with the most recognised being the tf idf weighting the differing application has a direct influence on what the definition of the term means a normal term is usually a single word keywords or longer phrases the number of unique words in the vocabulary denotes the dimensionality if words are used for the terms however whilst vector space modelling is useful there are 4 key problems with using it they are that the order of the terms are lost keywords must be precise if searched for bigger documents have a poor similarity value due to being poorly represented and two documents based on the same topic wont be associated if term vocabulary differs ,test
48,g2pB_taskd.txt,d,2,1, in probability theory bayes theorem also called bayes law after rev thomas bayes compares the conditional and marginal probabilities of two random events it is often used to calculate posterior probabilities given observations for example a patient may be observed to have certain symptoms bayes theorem can be used to calculate the likelihood that a proposed analysis is accurate given that observation  as an official theorem bayes theorem is valid in all universal interpretations of probability however it plays a fundamental role in the debate around the foundations of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications  frequentists assign probabilities to random events according to their frequencies of happening or to subsets of populations as proportions of the whole whilst bayesians describe probabilities in terms of beliefs and degrees of uncertainty the articles on bayesian probability and frequentist probability discuss these debates in greater detail bayes theorem compares the conditional and marginal probabilities of events a and b where b has a non vanishing probability each term in bayes theorem has a conventional name p a is the previous probability of a it is previous in the sense that it does not take into account any information about b p a b is the conditional probability of a given b it is also called the subsequent probability because it is derived from or depends upon the specified value of b p b a is the conditional probability of b given a p b is the previous ,test
49,g2pB_taske.txt,e,3,1, in mathematics and computer science dynamic programming is a method of solving problems that exhibit the properties of overlapping subproblems and optimal substructure the method takes much less time than naive methods the term was originally used in the 1940s to describe the process of solving problems where one needs to find the best decisions one after another  the field was founded as a systems analysis and engineering topic that is recognized by the ieee the word programming in dynamic programming has no particular connection to computer programming at all and instead comes from the term mathematical programming  a synonym for optimization thus the program is the optimal plan for action that is produced for instance a finalized schedule of events at an exhibition is sometimes called a program programming in this sense means finding an acceptable plan of action an algorithm optimal substructure means that optimal solutions of subproblems can be used to find the optimal solutions of the overall problem for example the shortest path to a goal from a vertex in a graph can be found by first computing the shortest path to the goal from all adjacent vertices and then using this to pick the best overall path in general we can solve a problem with optimal substructure using a three step process 1 break the problem into smaller subproblems 2 solve these problems optimally using this three step process recursively 3 use these optimal solutions to construct an optimal solution for the original problem the subproblems are themselves solved by dividing them into sub subproblems and so on until we reach some simple case that is solvable in constant time ,test
50,g2pC_taska.txt,a,3,1,inheritance is a way to form new classes instances of which are called objects using classes that have already been defined the new classes known as derived classes take over or inherit attributes and behavior of the pre existing classes which are referred to as base classes or ancestor classes  it is intended to help reuse existing code with little or no modification  an advantage of inheritance is that modules with sufficiently similar interfaces can share a lot of code reducing the complexity of the program inheritance therefore has another view a dual called polymorphism which describes many pieces of code being controlled by shared control code  inheritance is typically accomplished either by overriding replacing one or more methods exposed by ancestor or by adding new methods to those exposed by an ancestor  in defining this inheritance hierarchy we have already defined certain restrictions not all of which are desirable singleness using single inheritance a subclass can inherit from only one superclass visibility whenever client code has access to an object it generally has access to all the object s superclass data static the inheritance hierarchy of an object is fixed at instantiation when the object s type is selected and does not change with time ,train
51,g2pC_taskb.txt,b,0,0,the pagerank is a recursive algorithm used by google to determine which webpages are more important than others the algorithm considers the importance of a webpage to be reflected by how many other webpages link to that page and the importance of those pages  for each page that links to a page a the pagerank between zero and one is calculated iteratively according to the following two key factors the probability of a user navigating away from a page randomly the pagerank of any page that links to a divided by the total number of outbound links from that page this assumes that a link among many outbound links is less valuable than a link among fewer outbound links a variation of the pagerank method bases the importance of a webpage on how many visits the page gets  the method can be abused when people deliberately link to sites in order to raise a site s pagerank however it is still a good indicator for search engines to use as a variable in deciding on the most appropriate results according to a query  ,train
52,g2pC_taskc.txt,c,0,0,in the vector space model vsm  documents take the form of bags of words  a standard information retrieval approach which represents documents as in a mathematical bag structure recording what terms are present and how often they occur  the vector space model is used in information retrieval to determine how similar documents are to one another and how similar documents are to a search query  in a collection of documents each document can be viewed as a vector of n values the terms in the document  where each term is an axis queries can also be represented as vectors on this vector space model and so deciding which document matches the query the closest becomes a matter of selecting the document vector which is nearest to the query vector  the query vector is compared to each document vector in turn using a vector similarity measure  which is the cosine of the angle between the query vector and the document vector  this equation is calculated by dividing the dot product of the query vector and the document vector by the modulus of the query vector multiplied by the modulus of the document vector the denominator takes into account differences in the length of the vector and has the effect of normalising the length whichever document returns the highest cosine similarity score is considered to be the closest matching document to the query  ,train
53,g2pC_taskd.txt,d,1,1,in probability theory bayes theorem relates the conditional and marginal probabilities of two random events it is often used to compute posterior probabilities given observations  bayes theorem is expressed mathematically as  p a b p b a p a  p b  where p a b is the conditional probability of a given b p a is the prior probability of a p b is the prior probability of b and p b a is the conditional probability of b given a  bayes theorem relates the conditional and marginal probabilities of two random events p a and p b  and is valid in all common interpretations of probability for example in a school in made up of 3 5 boys and 2 5 girls the girls wear skirts of trousers in equal numbers and the boys all wear trousers if a student is observed from a distance wearing trousers bayes theorem can be used to determine the probability of this student being a girl  p a is the probability of the student being a girl which is 2 5  p b a is the probability of the student wearing trousers given that the student is a girl which is 0 5 p b is the probability of a random student wearing trousers which can be calculated as p b  p b a p a  p b a p a  where  denotes a complementary event which is 0 8  therefore the probability using the formula is 0 25  bayes theorem is often used to compute posterior probabilities given observations for instance the probability that a proposed medical diagnosis is correct given certain observed symptoms  ,train
54,g2pC_taske.txt,e,2,1,dynamic programming is a problem solving method which solves recursive problems the term is derived from mathematical programming which is commonly referred to as optimisation hence dynamic programming is an optimal method of solving the problems and takes much less time than na ve methods  dynamic programming uses the properties of optimal substructure overlapping subproblems and memoization to create an algorithm to solve such problems optimal substructure means that the structure of the problem is made up of sub problems which can be used to find the solution to the problem overall a problem with overlapping subproblems means that the same subproblems may be used to solve many different larger problems each sub problem is solved by being divided into sub subproblems until a case is reached which is solvable in constant time memoization stores solutions which have already been computed in order to reduce unnecessary re computation  dynamic programming can be divided into two main approaches top down and bottom up the top down approach breaks the problem into subproblems which are solved and remembered using a combination of memoization and recursion the bottom up approach solves all subproblems that might be need in advance and then uses these solutions to build up the solutions to the bigger problem  ,train
55,g2pE_taska.txt,a,1,1,when we talk about inheritance in object oriented programming languages which is a concept that was invented in 1967 for simula we are usually talking about a way to form new classes and classes are instances of which are called objects and involve using classes that have already been defined  derived classes are intended to help reuse existing code with little or no modification and are the new classes that take over or inherit attributes and behavior of the pre existing classes usually referred to as base classes or ancestor classes  categorization in computer languages is a powerful way number of processing information and inheritance provides the support for representation by categorization furthermore  it is fundamental for helping humans learn by means of generalization in what is known about specific entities is applied to a wider group given a belongs relation can be established and cognitive processing which involves less information being acquired to be stored about each specific entity but in actual fact only its particularities an instance of a fruit is a generalization of apple  orange  mango and many others inheritance can also sometimes be referred to as generalization because is a relationships represent a hierarchy amongst classes of objects it can be considered that fruit is an abstraction of apple orange etc conversely since apples are fruit they may naturally inherit all the properties common to all fruit such as being a fleshy container for the seed of a plant  modules with sufficiently similarities in interfaces would be able to share a lot of code and therefore reducing the complexity of the program this can be known as one of the advantages of inheritance therefore inheritance can be known to have a further view a dual which describes many parts of code that are under control of shared control code named as polymorphism  on the other hand inheritance is normally accomplished either by replacing one or more methods exposed by ancestor or by adding new methods to those exposed by an ancestor a well known term used for this replacing act is called overriding ,train
56,g2pE_taskb.txt,b,2,1,pagerank is a link analysis algorithm that is used by search engine such as google internet that assigns a numerical weighting to every element of a hyperlinked set of documents like the world wide web with the hope of measuring the relative importance held in the set the algorithm may be applied to any numbr of entities with reciprocal quotations and references the weight taking a numerical value which assigns to any given element e is also known as the pagerank of e and is denoted by pr e  a trademark of google has the name pagerank  and this process has been patented u s patent 6 285 999  nevertheless the patent is assigned to the university of stanford and not to google google has exclusive license rights on the patent from the university of stanford and the university received 1 8 million shares in google in exchange for use of the patent the in the year 2005 shares were sold for 336 million ,train
57,g2pE_taskc.txt,c,3,1,nformation retrieval ir is the science of searching for documents for information within documents and for metadata about documents as well as that of searching relational databases and the world wide web ir is interdisciplinary based on computer science mathematics library science information science information architecture cognitive psychology linguistics statistics and physics there is overlap in the usage of the terms data retrieval document retrieval information retrieval and text retrieval but each also has its own body of literature theory praxis and technologies  automated information retrieval systems are used to reduce what has been called information overload  many universities and public libraries use ir systems to provide access to books journals and other documents  ,train
58,g2pE_taskd.txt,d,0,0,the probability of an event happening mean considering the likelihood of or the number of the instance occurring and dividing this value by the total number of events the equation for this calculation would look as follows probability p  number of instance  total number of events on the other hand probability theory p usually involves assigning values to events for example  p 1 event is certain to occur p 0 event is certain not to occur p 0 5 event occurs half of the time  there is also conditional probability which is usually interested in the way variables relate to each other bayes theorem is the name given to an important theorem relating conditional probabilities and it can be seen as a way of understanding how the probability that a theory is true is affected by a new piece of evidence it has been used in a wide variety of contexts ranging from marine biology to the development of bayesian spam blockers for email systems  ,train
59,g2pE_taske.txt,e,0,0,dynamic programming dp is in basic terms an algorithm design technique that is used for optimization problems and often involves minimizing or maximizing  furthermore by combining solutions to subproblems dp solves problems subproblems may include and contain many other subsubproblems and even in such cases the solution to one subproblem may not affect the solutions to other subproblems involved in the same problem  by solving subproblems in a bottom up fashion which is basically when storing solution to a subproblem the first time it is solved and looking up to find the solution when a subproblem is come across once more  this would cause dp to reduce computations  the following is a generalization path to be taken in dynamic programming firstly it is needed to characterize the structure of an optimal solution secondly to define the value of the optimal solution recursively furthermore to compute the optimal solution values either by following a top down method with caching or a bottom up method in a table the last point would be to construct an optimal solution from the computed values ,train
60,g3pA_taska.txt,a,0,0,in object oriented programming inheritance is the ability to specify one class to be a subclass of another this leads to a hierarchy of classes with the child classes inheriting and specialising  and sometimes adding to  the functionality and data structures of the parent classes the hierarchy that is formed is also useful for the organisation of classes and objects as it defines a relationship between the child and the parent the child class is a kind of the parent class  inheritance is useful for situations where several classes share common features such as needed functions or data variables in addition to this child classes can be referenced in terms of their parent classes which can be useful when storing large data structures of objects of several classes which can all be referenced as one base class inheritance is a core aspect of object oriented programming and is available in some form or another in most if not all object oriented languages available today most of these languages provide an extend keyword which is used to subclass another also the functions and data variables that are inherited by the subclasses can be controlled through the use of visibility modifiers ,train
61,g3pA_taskb.txt,b,1,1,the google search engine uses a link analysis algorithm called pagerank to assign a relative numerical importance to a set of hyperlinked documents such as the world wide web for a given page it s importance the pagerank value results from a ballot among all the other pages in the set for a page to give a vote to another it must link to it and so the pagerank depends on the number of incoming links anf the pagerank of those pages that provide the links pages that are linked to by many high ranking pages will themselves obtain a high rank if a page has no incoming links there is no support for that page the pagerank is a numeric weighting of 0 to 10 and denotes how important a site is in google s eyes like the richter scale the pagerank is a value on a logerithmic scale that is derived from a probability in addition to the quantity and quality of inbound links other factors affect the pagerank such as the number of visits to the page and the search words that are used on the page to prevent sites from manipulating or spoofing pagerank very little details are provided by google as to what factors actually affect it ,test
62,g3pA_taskc.txt,c,2,1,vector space model or term vector model as it is also known is an algebraic model for representing objects although it is mainly used for text documents as vectors of identifiers for example index terms it is used in information retrieval and filtering indexing and relevancy rankings and was first used in the smart information retrieval system  a document is represented as a vector with each dimension corresponding to a separate term if a term occurs in the document the value will be non zero in the vector many different ways of computing these values aka term weights have been developed one of the best known schemes is tf idf weighting  the way that a term is defined depends on the application typically terms are single words keywords or sometimes even longer phrases if the words are chosen as the terms the number of dimensions in the vector is the number of distinct words in the corpus  relevancy ranks for documents in a keyword search can be calculated this uses the assumptions of document similarities theory by comparing the difference of angles between each document vector and the original query vector where the query is represented as same format vector as the documents  generally it is easier to calculate the cosine of the angle between the vectors instead of the angle itself a zero value for the cosine indicates that the query and document vector are orthogonal and so had no match this means the query term did not exist in the document being considered  however the vector space model has limitations long documents are poorly represented due to their poor similarity values a small scalar product and a large dimensionality  search keywords must match precisely the document terms word substrings might result in a false positive match  similar context documents but different term vocabulary won t be associated leading to a false negative match  and the order that the terms appear in the document is not represented in the vector space model ,test
63,g3pA_taskd.txt,d,3,1,in probability theory bayes theorem often called bayes law after rev thomas bayes relates the conditional and marginal probabilities of two random events it is often used to compute posterior probabilities given observations for example a patient may be observed to have certain symptoms  bayes theorem can be used to compute the probability that a proposed diagnosis is correct given that observation  as a formal theorem bayes theorem is valid in all common interpretations of probability however it plays a central role in the debate around the foundations of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications frequentists assign probabilities to random events according to their frequencies of occurrence or to subsets of populations as proportions of the whole while bayesians describe probabilities in terms of beliefs and degrees of uncertainty the articles on bayesian probability and frequentist probability discuss these debates in greater detail  bayes theorem relates the conditional and marginal probabilities of events a and b where b has a non vanishing probability  p a b p b  a x p a p b  each term in bayes theorem has a conventional name p a is the prior probability or marginal probability of a it is prior in the sense that it does not take into account any information about b  p a b is the conditional probability of a given b it is also called the posterior probability because it is derived from or depends upon the specified value of b p b a is the conditional probability of b given a p b is the prior or marginal probability of b and acts as a normalizing constant  intuitively bayes theorem in this form describes the way in which one s beliefs about observing a are updated by having observed b ,test
64,g3pA_taske.txt,e,0,0,in the field of computer science term dynamic programming relates to the style of programming that breaks a large problem down into smaller subproblems and generally allows for the finding of the optimal solution when the problem is split into subproblems these themselves may be split into smaller problems and so on until they cannot be reduced any more it is also common for dynamic programming to make use of recursion and the saving of previous results for faster computation later this also leads to higher efficiency as calculations are not being redone for example when a problem is reduced into sub problems and those are then reduced further it may be that there are common subsubproblems and so only one calculation needs to be done and the result saved to help solve more than one subproblem an example of this gain in efficiency is a path finding problem if there are two distinct routes in a network of 10 nodes tagged a to j then if the two routes share a common section say between nodes b and d  the cost of that section should be calculated for the first route and saved then when the second route is being processed the cost of b to d does not need to be calculated again in general dynamic programming is used on optimisation problems where the most efficient solution is needed areas where this sort of programming is useful is in ai computer graphics compression routines and biomedical applications ,train
65,g3pB_taska.txt,a,0,0,inheritance is a concept in object oriented programming where a child or sub class inherits characteristics from a parent or super class  the concept takes its name from genetic inheritance where a child can inherit genetic characteristics from its parents  inheritance at its simplest allows programmers to model a relationship where one object is a kind of another  for instance two classes one representing an undergraduate student and another representing a post graduate student could both be said to belong to a more generalised class representing all students  similarly we could say that dogs and cats are two kinds of animal or that bridges and skyscrapers are two types of man made structure  subclasses are said to extend or specialise their superclasses  attributes variables and behaviours functions that are common between classes can be included in the definition of the superclass leaving the subclass definitions containing only the attributes and behaviours that are unique to that class  inheritance can be used to create a multiple level architecture of classes  in such an architecture even the bottom most subclasses inherit all of the attributes and behaviours that are defined in the very top most superclasses  this can save the programmer time because it renders unnecessary a lot of code duplication ,train
66,g3pB_taskb.txt,b,0,0,pagerank is an algorithm that was developed by google to provide the most relevant search results to its users queries  pagerank along with similar algorithms developed by google s competitors for their search engines is part of the second generation of technologies designed to rate the importance of web pages the first which was solely based on keywords in the page content and meta data could easily be influenced by those wishing to obtain a higher ranking for their less relevant pages  the different with pagerank is that it tries to determine a web page s relevance to users by attempting to determine its importance  it does this by assigning it a value of importance that is dependant upon the number of web sites that link to that page taking into account the importance value or pagerank of those pages  the pagerank is computed iteratively and it is found that the pagerank values converge fairly rapidly  although it is much better than simple keyword based ranking algorithms pagerank is not infallible we have an internet where advertising revenue can make up most  and quite frequently all  of a web site s income and the people that run these web sites will always be trying to trick the system into giving their pages a higher pagerank  one of google s attempts to counter this is their google toolbar browser plugin  google toolbar is a free tool which provides a number of useful functions in a convenient location the users web browser window  google s payoff is that it gets to track the behaviour of actual users  this allows them to see whether their pagerank algorithm is accurate in assigning high pagerank values to the most relevant web pages and just as importantly low values to those that are irrelevant and try to fool the system  ,train
67,g3pB_taskc.txt,c,1,1,there are a large number of models used in solving the problem of information retrieval and they are all based on one of three mathematical bases set theory algebra and probabilistic  the vector space model is one of these methods and it is an algebraic model  in the vector space model a document is represented as a vector  within this vector each dimension corresponds to a separate term where a term is typically a single word keyword or phrase  if the term doesn t occur within the document the value in the vector is zero  if a term occurs in the document its value is non zero  to calculate how relevant each document is in a keyword search the cosine value of the angle between the vectors is easier to calculate instead of the actual angle  the vector space model however is not without its limitations they have small similarity values long documents are poorly represented the order of words does not matter false positive matches may be brought about by terms contained within words themselves and documents that should match but use different semantics may return false negative matches  there are a number of other models that are based on or extend the vector space model and these are designed to try to eradicate these problems ,train
68,g3pB_taskd.txt,d,2,1,bayes theorem often called bayes law connects the conditional and marginal probabilities of two arbitrary events one of its uses is calculating posterior probabilities given observations  bayes theorem plays a key role in the debate around the principles of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications  bayes theorem is useful in evaluating the result of drug tests  if a test can identify a drug user 99 of the time and can identify a non user as testing negative 99 of the time it may seem to be a relatively accurate test  however bayes theorem will reveal the flaw that despite the apparently high accuracy of the test the probability that an employee who tested positive actually did use drugs is only about 33 ,train
69,g3pB_taske.txt,e,3,1,dynamic programming is a method of solving problems that exhibit the properties of overlapping subproblems and optimal substructure  the term was originally used in the 1940s by richard bellman  the word programming in dynamic programming has no particular connection to computer programming at all and instead comes from the term mathematical programming  a synonym for optimization  the program is the optimal plan for action that is produced  for instance a finalized schedule of events at an exhibition is sometimes called a program programming in this sense means finding an acceptable plan of action  to say that a problem has overlapping subproblems is to say that the same subproblems are used to solve many different larger problems  optimal substructure means that optimal solutions of subproblems can be used to find the optimal solutions of the overall problem ,train
70,g3pC_taska.txt,a,3,1,in object oriented programming inheritance is a way to form new classes instances of which are called objects using classes that have already been defined  inheritance is also sometimes called generalization because the is a relationships represent a hierarchy between classes of objects for instance a fruit is a generalization of apple  orange  mango and many others one can consider fruit to be an abstraction of apple orange etc conversely since apples are fruit i e  an apple is a fruit  apples may naturally inherit all the properties common to all ruit such as being a fleshy container for the seed of a plant  inheritance is typically accomplished either by overriding replacing one or more methods exposed by ancestor or by adding new methods to those exposed by an ancestor ,train
71,g3pC_taskb.txt,b,0,0,the pagerank algorithm used by google harnesses the implicit collective intelligence present in the structure of the world wide web any page on the internet will generally link to at least one other by modelling this link structure as a graph we can build up a symbolic representation of the world wide web  as the basic level the nodes with the highest degrees can be considered the most popular and by inference the most important  which can be used to rank the pages when returning search results  expanding on this theory we can then say that the links from an important pages are themselves more important using this idea we can adjust the rankings of our pages so that pages linked to be the most important pages are considered more relevant  the actual google pagerank algorithm is much more complex than this but follows the same underlying principles it incorporates some more advanced reasoning to avoid website creators exploiting their knowledge of the algorithm to artificially increase their pagerank through use of web rings and other similar reciprocal hyperlinking schemes ,train
72,g3pC_taskc.txt,c,0,0,using the vector space model for information retrieval models all pages and queries as high dimensional sparse vectors each item in the vector represents a different keyword  the similiarity betweeen two pages or a query and a page can be computed using the dot product formula to find the cosine between them this represents the angle between them but in n dimensional space results will range from 1 to 1 with 1 being a close match normally the vectors will not have any negative values so results will always be greater than or equal to 0 the cosine is computed using cos a a b  a b ,train
73,g3pC_taskd.txt,d,1,1,in probability theory the prior and conditional probabilities of two random events are related by bayes theorem the theorem is often used when we have observations and wish to compute posterior probabilities  for example given an observation that a patient is seen to have certain symptoms we can use bayes theorem to compute the probability that a suggested diagnosis is correct  p a is the prior probability of a p a b is the conditional probabilty of a given b p b a is the conditional probabilty of b given a p b is the prior probability of b and must be non zero bayes theorem is given by p a b p b a p a  p b  ,train
74,g3pC_taske.txt,e,2,1,in computer science and mathematics dynamic programming is a method of problem solving that utilises the properties of overlapping subproblems and optimal substructure and thus the method takes much less time than more naive methods  in dynamic programming  the word programming has no real connection to computer programming at all it actually comes from the term mathematical programming  a synonym for optimisation thus the program is the optimal plan of action that is being produced for example a schedule of events at an exhibition is sometimes called a programme programming in this sense means finding an acceptable plan an algorithm ,train
75,g4pB_taska.txt,a,0,0,inheritance is the ability of a subclass to inherit default protected and public attributes and methods from its superclasses each object except java lang object can be cast to an object of one of its superclasses however an object cannot be cast to a class which is no relative of it here is an example of inheritance we have the class of all living things which have attributes like weight and age we have the classes of animals plants viruses and fungi that are subclasses of the class of all living things the animals have their unique attributes organs hair etc  and methods walking mating etc  they also inherit the attributes and methods of its superclass animals can be treated cast to living things however animals cannot be treated as fungi in object oriented programming inheritance is also dependant on access level modifiers for example private attributes and methods cannot be inherited virtual attributes and methods can be shadowed overridden in java all attributes and methods are implicitly virtual object variable can store a reference to the same class or a subclass i e this or more specialised version  however object variables cannot store references to a superclass i e less specialised version of the original class ,test
76,g4pB_taskb.txt,b,0,0,page rank algorithm is used to determine a webpages importance or relevance in the web dependant on certain criteria the criteria may include numbers of word matches with the search terms number of other webpages that link this one and or cite it as a source number of unique visits for certain amount of time etc there are some techniques that try to fool the search engines like link farms keyword spamming and a lot of meta tags the last two are somewhat easier to be dealt with simply by being ignored most of the time  link farms are groups of sites that are producing links between each other pursuing higher link counts the reason for such manipulations is the pursuit of higher page rank so even higher number of users will see the page which will lead to higher income link farms can be exploited by joining to them and get inbound linkage but refuse to add links for ones own site to the sites from the link farm googles toolbar tries to follow the intentional user model by counting the visits from actual users i e not computer bots to a website page ranks can be calculated either recursively or iteratively one of the most important uses of page rank is its meaning to advertising ,train
77,g4pB_taskc.txt,c,1,1,the vector space model or term vector model is an algebraic model for representing text documents and any objects in general as vectors of identifiers such as index terms it is used in information filtering information retrieval indexing and relevancy rankings it was used in the first time in the smart information retrieval system  a document is represented as a vector each and every dimension corresponds to a separate term if a term exists in a document its value in the vector is not equal to zero a couple of different algorithms of computing these values also known as term weights have been created one of the most popular schemes is tf idf weighting  the definition of term is dependent on the application typically terms are keywords single words or longer phrases provided that words are selected to be the terms the dimensionality of the vector is equal to the number of words in the vocabulary  it is easiest to calculate the cosinus of the angle between the vectors instead of the angle by the formula  cos theta v1 v2  v1  v2 a null cosinus value says that the query and document vector were orthogonal and had no match which means that no term of the query was ever encountered in the document ,train
78,g4pB_taskd.txt,d,2,1,in probability theory bayes theorem or bayes law after rev thomas bayes provides relation between the conditional and marginal probabilities of two random events it is usually used to calculate posterior probabilities given observations for example a patient might be observed to show certain symptoms bayes theorem could be used to compute the probability that a certain diagnosis is right given that observation  since it is a formal theorem bayes theorem holds in all popular interpretations of probability  bayes theorem relates the conditional and marginal probabilities of events a and b where b has a non vanishing probability  p a b  p a b p a p b  terms in bayes theorem are named by a convention  p a is the prior probability or marginal probability of a it does not take into account any information about b and therefore is considered prior p a b is the conditional probability of a given b it it is derived from or depends upon the specified value of b usually it is called the posterior probability p b a is the conditional probability of b given a p b  a k a the normalizing constant is the prior or marginal probability of b  obviously bayes theorem describes the way in which one s assumptions about observing the event a are changed by having observed the event b  ,train
